0,sketchName,condition,meanpix
0.06464916078431374,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_gears_1_explanatory.png,explanatory,0.06464916078431374
0.07035987450980391,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_gears_2_depictive.png,depictive,0.07035987450980391
0.05109109019607842,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_levers_1_depictive.png,depictive,0.05109109019607842
0.05101678431372549,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_levers_2_explanatory.png,explanatory,0.05101678431372549
0.06810142745098038,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_pulleys_1_depictive.png,depictive,0.06810142745098038
0.06127791372549019,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_pulleys_2_explanatory.png,explanatory,0.06127791372549019
0.05126617488328805,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_gears_1_depictive.png,depictive,0.05126617488328805
0.05036833705600613,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_gears_2_explanatory.png,explanatory,0.05036833705600613
0.07536346230257741,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_levers_1_explanatory.png,explanatory,0.07536346230257741
0.0423259310680916,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_levers_2_depictive.png,depictive,0.0423259310680916
0.04750695737959163,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_pulleys_1_depictive.png,depictive,0.04750695737959163
0.11589799631196812,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_pulleys_2_explanatory.png,explanatory,0.11589799631196812
0.03498584967320262,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_gears_1_explanatory.png,explanatory,0.03498584967320262
0.06726897603485839,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_gears_2_depictive.png,depictive,0.06726897603485839
0.030681982570806107,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_levers_1_explanatory.png,explanatory,0.030681982570806107
0.09980010893246187,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_levers_2_depictive.png,depictive,0.09980010893246187
0.09429582788671025,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_pulleys_1_depictive.png,depictive,0.09429582788671025
0.052705708061002166,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_pulleys_2_explanatory.png,explanatory,0.052705708061002166
0.07869481160784314,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59_gears_1_depictive.png,depictive,0.07869481160784314
0.04568021835294117,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59_gears_2_explanatory.png,explanatory,0.04568021835294117
0.07667203011764705,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59_levers_1_depictive.png,depictive,0.07667203011764705
0.01939122698039216,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59_levers_2_explanatory.png,explanatory,0.01939122698039216
0.035931587764705876,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59_pulleys_1_explanatory.png,explanatory,0.035931587764705876
0.04375242792156863,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59_pulleys_2_depictive.png,depictive,0.04375242792156863
0.054147388235294115,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7_gears_1_explanatory.png,explanatory,0.054147388235294115
0.023257098039215683,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7_gears_2_depictive.png,depictive,0.023257098039215683
0.06025043137254902,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7_levers_1_explanatory.png,explanatory,0.06025043137254902
0.030832125490196077,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7_levers_2_depictive.png,depictive,0.030832125490196077
0.05302298039215686,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7_pulleys_1_explanatory.png,explanatory,0.05302298039215686
0.05276301176470588,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7_pulleys_2_depictive.png,depictive,0.05276301176470588
0.03863904715605251,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794_gears_1_explanatory.png,explanatory,0.03863904715605251
